TIMESTAMP,COMMENTS,TOPIC,CLIENT,CLINIC,LABEL
Jun-22," The doctor is attentive and explains things in depth call was late, but so are most doc appts.",Doctor is hospitable,State of Colorado,Denver Lowry Medical Plaza Clinic,Neutral
Jun-22," Dr. Humphrey explained her findings. I have tests to be done. Based on those results, we will have a treatment plan. She already reviewed potential options. Nothing",Doctor is hospitable,nan,The Functional Health & Wellbeing Center at OSS Health,Neutral
Jun-22, The convenience was wonderful. The Doc didn't treat me like he was above me ... he listened. Nice man. So far so good no complaints.,Concerns addressed,nan,SSM Health DirectCare South County,Positive
Jun-22, Short to the point ,Doctor listen the concerns,Elkhart County Government,Elkhart County Clinic,Neutral
Jun-22, Dr. Theobald is great. All the staff there is wonderful and I never feel rushed. ,Blood work and vaccine,Spangler Candy Company,Archbold Clinic,Negative
Jun-22,I really like Jennifer and her approach on health All of the above Nothing,Services,Michelin - South Carolina,Michelin Family Health Center - Donaldson,Positive
May-22," Everything!  Love Dr. Billie and the team at Archbold Everside Clinic. Nothing, all went very well.",Good doctor,Buckeye Advantage - Archbold,Archbold Clinic,Positive
May-22,"I had a phone appointment with a new provider. She did not give her name and was extremely unprofessional. She questioned everything I said and my conditions, even though I called for a referral renewal. She hung up the phone, which left me frustrated. Called at the correct time. That’s it Everything went horrible. Staff was so rude and unprofessional.",Lab result and services,nan,Station Casinos Medical Center - Red Rock,Negative
May-22, Doctor Springer does a great.job making sure his patients are listened up and providing the care they deserve ,Services,Peoria Public Schools,Peoria Clinic (PPS),Positive
May-22,"Ease at which I can get an appointment and convenience of clinic location to work. Asked lots of questions, decided to do blood work to check on possible infection, drawing blood was painless and quick. Can’t think of anything.",Good doctor,State of Colorado,Denver State Capitol Clinic,Positive
May-22, Gave me the opportunity to ask questions It was all goof,Services,State of Colorado,DTC Centrum Healthcare Center Clinic,Positive
May-22, Listened ,Doctor listen the concerns,SSM Health,SSM Health DirectCare South County,Neutral
May-22,"Easy to schedule appointments, virtual appointments. Prompt service. ",Good doctor,Lincoln Electric,Mentor Great Lakes Plaza Clinic,Positive
May-22, Everyone in the Littleton office is awesome! ,Engagement with Patient's,State of Colorado,Littleton Highline Professional Center Clinic,Positive
May-22, Excellent experience. Thank you ,Services,Michelin - South Carolina,Michelin Family Health Center - Lexington,Positive
May-22, Quick service and congenial staff. Could have been a little more thorough,Doctor is hospitable,Buckeye Advantage - Bryan,Bryan Clinic,Neutral
May-22, It was a short and sweet phone appointment. ,Good doctor,Elkhart Community Schools,Elkhart Schools Clinic,Positive
May-22, Liked the introduction to the practice. Appreciated the time spent asking important questions. ,Good doctor,IBEW Local 212,Local 212 Clinic,Positive
May-22, Interaction was prompt and thorough.  Communication was open. No issues.,Services,nan,Unknown,Positive
May-22, My doctor and nurse are tremendous.  I literally have nothing negative to say. Nothing.  Everything was great.,Good doctor,Catholic Diocese of Cleveland,Avon Sheffield Detroit Ave Clinic,Positive
May-22, Spent enough time to understand heath issues and provide plan. ,Doctor is hospitable,State of New Jersey - (Horizon BCBS),Yardley Health Center,Neutral
May-22, Everyone was friendly and very helpful. I felt very comfortable talking to Dr. Cox and felt like she really listened. ,Good doctor,Indiana Teamsters Health Benefits Fund,Terre Haute Clinic,Positive
May-22, Fast and courteous ,Engagement with Patient's,State of New Jersey - (Horizon BCBS),Ewing Health Center,Positive
May-22, Everything ,Professionalism,Union County,Monroe Campus Park Clinic,Positive
May-22, Very professional and friendly. Can’t think of anything,Professionalism,Spangler Candy Company,Bryan Clinic,Positive
May-22,"Convenience is nice but high turnover of doctors Nurse was especially kind and courteous Doctor seemed distracted, was wearing face mask incorrectly, didn’t seem to know what to recommend",Services,State of New Jersey - (Horizon BCBS),Ewing Health Center,Positive
May-22, Spent time talking with me and getting to know what medicine would help me ,Good doctor,Michelin - South Carolina,Michelin Family Health Center - Anderson,Positive
May-22, Dr. Smith was responsive and listened well. He was able to make the best recommendation to help ease my symptoms. ,Engagement with Patient's,Union County,Monroe Campus Park Clinic,Positive
May-22," From the moment I entered the clinic to the time I left the facility, I felt my health care was their number one priority.

Dr Friesen understanding and true caring for her patients; helped me build confidence in her ability to find the right treatment for my knee issues.

Dr. Friesen also takes on the responsibility to help train new doctors wanting to enter the medical field. Nothing comes to mind",Good doctor,DaVita - Washington,Tacoma Health Center,Positive
May-22,"I felt the overall care was performed well , my NP was very polite and considerate of my issues , very professional Everything went well The app was difficult to use , either its not set up properly or just broken I could not set an appointment using the app",Lab result and services,nan,The Medwell Center,Negative
May-22, Very polite and professional ,Doctor listen the concerns,IUOE Local 513,SSM Health DirectCare St. Peters Health Center,Neutral
May-22, Showed concern for my health and very punctual. ,Services,Michelin - South Carolina,Michelin Family Health Center - Lexington,Positive
May-22, everything from review of recent hosp stay records to listening…determined dr will act as coordinator of all specialists award me a cookie ??,Good doctor,nan,New Brunswick Health Center,Positive
May-22, Spent so much time talking about my overall health ,Doctor listen the concerns,Metalcraft of Mayville,Unknown,Neutral
May-22," I was amazed to have a nice conversation with the doctor in which we talked about all of my concerns, rather than just the reason for my visit.  I was able to plan preventative medical care with him, which will solve a lot of problems before they occur.  I love it because everyone wins. The doctor and the nurse/assistant were great.  I can't think of a single thing.",Good doctor,State of Colorado,Littleton Highline Professional Center Clinic,Positive
May-22, Doctor did her job well ,Good doctor,Plumbers & Pipefitters Union Local 525,Collective Union Health - Buffalo Drive,Positive
May-22,I was very satisfied with my visit but I tend not to give others advice on their healthcare. Doctor did not keep me waiting and spent sufficient time with me to discuss my concerns. Exam was thorough but not extraneous. Web site was down when I initially attempted to make appointment.,Good doctor,State of Colorado,Northglenn Metro North Clinic,Positive
May-22," communication, punctual not your fault.....PARKING!",Engagement with Patient's,Monroe County Government,Monroe County Clinic,Positive
May-22,One on one service. More personal experience with medical professional. We discovered that my bloodwork should be drawn from my hands going forward. N//A,Doctor listen the concerns,Cuyahoga Metropolitan Housing Authority,Seven Hills Lombardo Center Clinic,Neutral
May-22, The Dr talked with me instead of at me. Nothing.,Doctor is hospitable,State of Colorado,Fort Collins Caring for the Family,Neutral
May-22,Friendly  ,Professionalism,State of Colorado,Northglenn Metro North Clinic,Positive
May-22," Everyone in the office is courteous and professional, always a pleasure to go to the doctor while the medical staff is outstanding. ",Services,MCSIG,Altais Monterey Ryan Ranch,Positive
May-22, Very helpful and please ,Good doctor,IBEW Local 145,Davenport Clinic,Positive
May-22, Explaining very thoroughly No complaints,Good doctor,"City of Decatur, IL",Activate by Everside Decatur IL Wellness Center,Positive
May-22,"Absolutely excellent care! On time, good use of time Nothing!",Services,State of Colorado,DTC Centrum Healthcare Center Clinic,Positive
May-22, Very thorough and courteous Nothing to report,Services,Pricare,Salem Clinic,Positive
May-22,Very responsive able to get an appointment quickly.  Friendly staff. Everything went well. No problems to note.,Good doctor,State of Colorado,Pueblo Fortino Boulevard Health Center,Positive
May-22," Since I was being tested for COVID, it was good that I was sent directly in the patient room instead of waiting in the seating area.

The nurse that took care of me wore her mask correctly and I believe it was an N95. I was surprised to actually go in the building for the test.  2 years ago, I waited outside in my car and they came to me.",Unskilled,nan,Defiance Clinic,Negative
May-22, Very nice and helpful ,Professionalism,North Lawrence School District,Bedford Clinic,Positive
May-22,Fast easy service. Well liked. Everything.  Scheduling to seeing the doctor on time. Dr Ferrell is great. Notbing,Good doctor,City Of South Bend,City Of South Bend Clinic,Positive
May-22, I love how Dr. Thomas is very thorough in wanting to know my health history and asking about any and all issues I may be having without have to book more appointments! I wish the lab turn-around time was quicker.,Good doctor,City of Akron,Akron-White Pond Drive Clinic,Positive
